"";"ensembl_gene_id";"description";"external_gene_name";"entrezgene";"zfin_id_id"
"2930";"ENSDARG00000016368";"zinc finger and BTB domain containing 8 opposite strand [Source:ZFIN;Acc:ZDB-GENE-050417-176]";"zbtb8os";550382;"ZDB-GENE-050417-176"
"2931";"ENSDARG00000016375";"asparagine synthetase [Source:ZFIN;Acc:ZDB-GENE-040426-1091]";"asns";394138;"ZDB-GENE-040426-1091"
"2932";"ENSDARG00000016391";"calcium binding and coiled-coil domain 1b [Source:ZFIN;Acc:ZDB-GENE-031118-126]";"calcoco1b";386968;"ZDB-GENE-031118-126"
"2933";"ENSDARG00000016393";"ADP-ribosylation factor 2b [Source:ZFIN;Acc:ZDB-GENE-030131-5234]";"arf2b";327026;"ZDB-GENE-030131-5234"
"2934";"ENSDARG00000016396";"family with sequence similarity 219, member Aa [Source:ZFIN;Acc:ZDB-GENE-040801-110]";"fam219aa";445197;"ZDB-GENE-040801-110"
"2935";"ENSDARG00000016399";"RIO kinase 1 (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1927]";"riok1";406268;"ZDB-GENE-040426-1927"
"2936";"ENSDARG00000016404";"patched 1 [Source:ZFIN;Acc:ZDB-GENE-980526-196]";"ptch1";30189;"ZDB-GENE-980526-196"
"2937";"ENSDARG00000016412";"angiotensinogen [Source:ZFIN;Acc:ZDB-GENE-030131-1205]";"agt";322485;"ZDB-GENE-030131-1205"
"2938";"ENSDARG00000016415";"dehydrogenase E1 and transketolase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041212-44]";"dhtkd1";494076;"ZDB-GENE-041212-44"
"2939";"ENSDARG00000016421";"crystallin, gamma M1 [Source:ZFIN;Acc:ZDB-GENE-050516-5]";"crygm1";493630;"ZDB-GENE-050516-5"
"2940";"ENSDARG00000016427";"fidgetin-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1862]";"fignl1";569539;"ZDB-GENE-030131-1862"
"2941";"ENSDARG00000016429";"FERM, RhoGEF and pleckstrin domain protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2993]";"farp2";567490;"ZDB-GENE-030131-2993"
"2942";"ENSDARG00000016439";"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 [Source:ZFIN;Acc:ZDB-GENE-091116-69]";"slc7a1";559627;"ZDB-GENE-091116-69"
"2943";"ENSDARG00000016443";"eukaryotic translation initiation factor 3, subunit C [Source:ZFIN;Acc:ZDB-GENE-030131-6166]";"eif3c";334234;"ZDB-GENE-030131-6166"
"2944";"ENSDARG00000016447";"YTH N(6)-methyladenosine RNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2786]";"ythdf1";327606;"ZDB-GENE-040426-2786"
"2945";"ENSDARG00000016448";"vitellogenin 3, phosvitinless [Source:ZFIN;Acc:ZDB-GENE-991019-2]";"vtg3";30518;"ZDB-GENE-991019-2"
"2946";"ENSDARG00000016454";"estrogen receptor 2a [Source:ZFIN;Acc:ZDB-GENE-030116-2]";"esr2a";317734;"ZDB-GENE-030116-2"
"2947";"ENSDARG00000016457";"interferon regulatory factor 9 [Source:ZFIN;Acc:ZDB-GENE-040912-165]";"irf9";403013;"ZDB-GENE-040912-165"
"2948";"ENSDARG00000016460";"fucosyltransferase 9a [Source:ZFIN;Acc:ZDB-GENE-080723-75]";"fut9a";796410;"ZDB-GENE-080723-75"
"2949";"ENSDARG00000016463";"trafficking protein particle complex 6b [Source:ZFIN;Acc:ZDB-GENE-041010-122]";"trappc6b";450008;"ZDB-GENE-041010-122"
"2950";"ENSDARG00000016464";"CDC42 binding protein kinase alpha (DMPK-like) b [Source:ZFIN;Acc:ZDB-GENE-080219-17]";"cdc42bpab";566003;"ZDB-GENE-080219-17"
"2951";"ENSDARG00000016470";"annexin A5b [Source:ZFIN;Acc:ZDB-GENE-030131-9076]";"anxa5b";337132;"ZDB-GENE-030131-9076"
"2952";"ENSDARG00000016474";"galactosylceramidase b [Source:ZFIN;Acc:ZDB-GENE-040426-2115]";"galcb";406385;"ZDB-GENE-040426-2115"
"2953";"ENSDARG00000016477";"eukaryotic translation initiation factor 4A, isoform 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2802]";"eif4a2";406760;"ZDB-GENE-040426-2802"
"2954";"ENSDARG00000016479";"UDP glucuronosyltransferase 5 family, polypeptide A1 [Source:ZFIN;Acc:ZDB-GENE-051120-60]";"ugt5a1";641479;"ZDB-GENE-051120-60"
"2955";"ENSDARG00000016480";"solute carrier family 17 (vesicular glutamate transporter), member 7a [Source:ZFIN;Acc:ZDB-GENE-050105-5]";"slc17a7a";795293;"ZDB-GENE-050105-5"
"2956";"ENSDARG00000016481";"protein tyrosine phosphatase, non-receptor type 2, a [Source:ZFIN;Acc:ZDB-GENE-040426-1196]";"ptpn2a";393438;"ZDB-GENE-040426-1196"
"2957";"ENSDARG00000016483";"BAI1-associated protein 2-like 2a [Source:ZFIN;Acc:ZDB-GENE-040108-10]";"baiap2l2a";394210;"ZDB-GENE-040108-10"
"2958";"ENSDARG00000016484";"dyskeratosis congenita 1, dyskerin [Source:ZFIN;Acc:ZDB-GENE-031118-120]";"dkc1";613144;"ZDB-GENE-031118-120"
"2959";"ENSDARG00000016490";"RAB11 family interacting protein 3 (class II) [Source:ZFIN;Acc:ZDB-GENE-040724-138]";"rab11fip3";573631;"ZDB-GENE-040724-138"
"2960";"ENSDARG00000016494";"dopa decarboxylase [Source:ZFIN;Acc:ZDB-GENE-040426-2656]";"ddc";406651;"ZDB-GENE-040426-2656"
"2961";"ENSDARG00000016496";"cyclin-dependent kinase 8 [Source:ZFIN;Acc:ZDB-GENE-030903-2]";"cdk8";373868;"ZDB-GENE-030903-2"
"2962";"ENSDARG00000016505";"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein [Source:ZFIN;Acc:ZDB-GENE-040426-1318]";"apbb1ip";393607;"ZDB-GENE-040426-1318"
"2963";"ENSDARG00000016513";"SET domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9137]";"setd3";337193;"ZDB-GENE-030131-9137"
"2964";"ENSDARG00000016514";"general transcription factor IIH, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1959]";"gtf2h2";323239;"ZDB-GENE-030131-1959"
"2965";"ENSDARG00000016516";"RNA binding motif protein 8A [Source:ZFIN;Acc:ZDB-GENE-050306-51]";"rbm8a";503767;"ZDB-GENE-050306-51"
"2966";"ENSDARG00000016519";"CTD nuclear envelope phosphatase 1a [Source:ZFIN;Acc:ZDB-GENE-041114-177]";"ctdnep1a";492343;"ZDB-GENE-041114-177"
"2967";"ENSDARG00000016526";"GATA binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-990415-82]";"gata3";30458;"ZDB-GENE-990415-82"
"2968";"ENSDARG00000016527";"helicase with zinc finger 2, transcriptional coactivator [Source:ZFIN;Acc:ZDB-GENE-120920-1]";"helz2";562461;"ZDB-GENE-120920-1"
"2969";"ENSDARG00000016528";"WD repeat and coiled coil containing [Source:ZFIN;Acc:ZDB-GENE-050320-107]";"wdcp";541407;"ZDB-GENE-050320-107"
"2970";"ENSDARG00000016531";"kelch-like family member 4 [Source:ZFIN;Acc:ZDB-GENE-070410-63]";"klhl4";559349;"ZDB-GENE-070410-63"
"2971";"ENSDARG00000016532";"SUN domain containing ossification factor [Source:ZFIN;Acc:ZDB-GENE-030131-2941]";"suco";558218;"ZDB-GENE-030131-2941"
"2972";"ENSDARG00000016536";"neuronal PAS domain protein 2 [Source:ZFIN;Acc:ZDB-GENE-030408-3]";"npas2";352934;"ZDB-GENE-030408-3"
"2973";"ENSDARG00000016538";"zgc:55888 [Source:ZFIN;Acc:ZDB-GENE-040426-834]";"zgc:55888";393114;"ZDB-GENE-040426-834"
"2974";"ENSDARG00000016541";"SAM and SH3 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-130411-1]";"sash3";561954;"ZDB-GENE-130411-1"
"2975";"ENSDARG00000016543";"mitochondrial rRNA methyltransferase 3a [Source:ZFIN;Acc:ZDB-GENE-050417-184]";"mrm3a";550390;"ZDB-GENE-050417-184"
"2976";"ENSDARG00000016545";"zgc:154046 [Source:ZFIN;Acc:ZDB-GENE-061103-289]";"zgc:154046";562075;"ZDB-GENE-061103-289"
"2977";"ENSDARG00000016548";"eukaryotic translation initiation factor 5B [Source:ZFIN;Acc:ZDB-GENE-050208-20]";"eif5b";561194;"ZDB-GENE-050208-20"
"2978";"ENSDARG00000016551";"IQ motif and Sec7 domain 1b [Source:ZFIN;Acc:ZDB-GENE-120813-1]";"iqsec1b";100148736;"ZDB-GENE-120813-1"
"2979";"ENSDARG00000016570";"prolactin receptor a [Source:ZFIN;Acc:ZDB-GENE-080103-2]";"prlra";407651;"ZDB-GENE-080103-2"
"2980";"ENSDARG00000016573";"maestro heat-like repeat family member 1 [Source:ZFIN;Acc:ZDB-GENE-090806-2]";"mroh1";794708;"ZDB-GENE-090806-2"
"2981";"ENSDARG00000016584";"regulator of G protein signaling 7a [Source:ZFIN;Acc:ZDB-GENE-040718-276]";"rgs7a";436814;"ZDB-GENE-040718-276"
"2982";"ENSDARG00000016594";"HAUS augmin-like complex, subunit 4 [Source:ZFIN;Acc:ZDB-GENE-040718-122]";"haus4";436698;"ZDB-GENE-040718-122"
"2983";"ENSDARG00000016598";"creatine kinase, mitochondrial 1 [Source:ZFIN;Acc:ZDB-GENE-030131-611]";"ckmt1";321892;"ZDB-GENE-030131-611"
"2984";"ENSDARG00000016605";"Pim proto-oncogene, serine/threonine kinase, related 110 [Source:ZFIN;Acc:ZDB-GENE-041014-282]";"pimr110";561422;"ZDB-GENE-041014-282"
"2985";"ENSDARG00000016607";"enoyl CoA hydratase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-030219-147]";"echdc2";338247;"ZDB-GENE-030219-147"
"2986";"ENSDARG00000016611";"secernin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-4783]";"scrn3";326058;"ZDB-GENE-030131-4783"
"2987";"ENSDARG00000016613";"malonyl CoA:ACP acyltransferase (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-041111-231]";"mcat";564111;"ZDB-GENE-041111-231"
"2988";"ENSDARG00000016623";"si:ch211-195b13.1 [Source:ZFIN;Acc:ZDB-GENE-030131-7626]";"si:ch211-195b13.1";768159;"ZDB-GENE-030131-7626"
"2989";"ENSDARG00000016630";"translocated promoter region b, nuclear basket protein [Source:ZFIN;Acc:ZDB-GENE-030131-6410]";"tprb";558883;"ZDB-GENE-030131-6410"
"2990";"ENSDARG00000016649";"aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase) [Source:ZFIN;Acc:ZDB-GENE-040718-62]";"akr7a3";436642;"ZDB-GENE-040718-62"
"2991";"ENSDARG00000016651";"zinc finger protein 106a [Source:ZFIN;Acc:ZDB-GENE-040718-21]";"znf106a";437005;"ZDB-GENE-040718-21"
"2992";"ENSDARG00000016656";"mitochondrial genome maintenance exonuclease 1 [Source:ZFIN;Acc:ZDB-GENE-041212-68]";"mgme1";494097;"ZDB-GENE-041212-68"
"2993";"ENSDARG00000016664";"ring finger protein 20, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-130404-2]";"rnf20";402838;"ZDB-GENE-130404-2"
"2994";"ENSDARG00000016667";"gamma-aminobutyric acid (GABA) B receptor, 1b [Source:ZFIN;Acc:ZDB-GENE-060503-5]";"gabbr1b";558708;"ZDB-GENE-060503-5"
"2995";"ENSDARG00000016674";"si:ch73-166o21.1 [Source:ZFIN;Acc:ZDB-GENE-131120-76]";"si:ch73-166o21.1";100006932;"ZDB-GENE-131120-76"
"2996";"ENSDARG00000016676";"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, a [Source:ZFIN;Acc:ZDB-GENE-040426-1757]";"gnao1a";393760;"ZDB-GENE-040426-1757"
"2997";"ENSDARG00000016687";"acyl-CoA dehydrogenase very long chain [Source:ZFIN;Acc:ZDB-GENE-030131-899]";"acadvl";573723;"ZDB-GENE-030131-899"
"2998";"ENSDARG00000016691";"CD9 molecule b [Source:ZFIN;Acc:ZDB-GENE-040426-2768]";"cd9b";406737;"ZDB-GENE-040426-2768"
"2999";"ENSDARG00000016695";"purinergic receptor P2X, ligand-gated ion channel, 1 [Source:ZFIN;Acc:ZDB-GENE-030319-1]";"p2rx1";387296;"ZDB-GENE-030319-1"
"3000";"ENSDARG00000016699";"transient receptor potential cation channel, subfamily A, member 1a [Source:ZFIN;Acc:ZDB-GENE-050105-6]";"trpa1a";474351;"ZDB-GENE-050105-6"
"3001";"ENSDARG00000016704";"phenazine biosynthesis like protein domain containing [Source:ZFIN;Acc:ZDB-GENE-050522-217]";"pbld";100000319;"ZDB-GENE-050522-217"
"3002";"ENSDARG00000016706";"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:ZFIN;Acc:ZDB-GENE-011212-4]";"atic";140622;"ZDB-GENE-011212-4"
"3003";"ENSDARG00000016710";"ring finger and CHY zinc finger domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040801-73]";"rchy1";321875;"ZDB-GENE-040801-73"
"3004";"ENSDARG00000016718";"matrix metallopeptidase 11b [Source:ZFIN;Acc:ZDB-GENE-070817-2]";"mmp11b";565793;"ZDB-GENE-070817-2"
"3005";"ENSDARG00000016721";"succinate dehydrogenase complex, subunit A, flavoprotein (Fp) [Source:ZFIN;Acc:ZDB-GENE-040426-874]";"sdha";393884;"ZDB-GENE-040426-874"
"3006";"ENSDARG00000016724";"zgc:162339 [Source:ZFIN;Acc:ZDB-GENE-070410-76]";"zgc:162339";556473;"ZDB-GENE-070410-76"
"3007";"ENSDARG00000016725";"growth arrest and DNA-damage-inducible, gamma b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2321]";"gadd45gb.1";406507;"ZDB-GENE-040426-2321"
"3008";"ENSDARG00000016730";"regulatory factor X-associated ankyrin-containing protein [Source:ZFIN;Acc:ZDB-GENE-050208-596]";"rfxank";100170804;"ZDB-GENE-050208-596"
"3009";"ENSDARG00000016733";"phosphoserine aminotransferase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5723]";"psat1";327512;"ZDB-GENE-030131-5723"
"3010";"ENSDARG00000016739";"si:dkey-6l15.1 [Source:ZFIN;Acc:ZDB-GENE-080327-5]";"si:dkey-6l15.1";564462;"ZDB-GENE-080327-5"
"3011";"ENSDARG00000016742";"regulator of G protein signaling 7 binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-9502]";"rgs7bpb";337556;"ZDB-GENE-030131-9502"
"3012";"ENSDARG00000016743";"angel homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-6498]";"angel2";562704;"ZDB-GENE-030131-6498"
"3013";"ENSDARG00000016745";"solute carrier family 35, member F6 [Source:ZFIN;Acc:ZDB-GENE-040718-297]";"slc35f6";436832;"ZDB-GENE-040718-297"
"3014";"ENSDARG00000016749";"solute carrier organic anion transporter family, member 1C1 [Source:ZFIN;Acc:ZDB-GENE-041210-50]";"slco1c1";562772;"ZDB-GENE-041210-50"
"3015";"ENSDARG00000016750";"ATP-binding cassette, sub-family C (CFTR/MRP), member 6a [Source:ZFIN;Acc:ZDB-GENE-050517-18]";"abcc6a";566555;"ZDB-GENE-050517-18"
"3016";"ENSDARG00000016753";"importin 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2953]";"ipo9";406860;"ZDB-GENE-040426-2953"
"3017";"ENSDARG00000016754";"tubulin cofactor a [Source:ZFIN;Acc:ZDB-GENE-040426-962]";"tbca";394029;"ZDB-GENE-040426-962"
"3018";"ENSDARG00000016763";"zinc finger protein 292a [Source:ZFIN;Acc:ZDB-GENE-071004-18]";"znf292a";100002269;"ZDB-GENE-071004-18"
"3019";"ENSDARG00000016765";"secretory carrier membrane protein 3 [Source:ZFIN;Acc:ZDB-GENE-041114-33]";"scamp3";492473;"ZDB-GENE-041114-33"
"3020";"ENSDARG00000016769";"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:ZFIN;Acc:ZDB-GENE-040704-72]";"sgtb";431772;"ZDB-GENE-040704-72"
"3021";"ENSDARG00000016771";"transferrin-a [Source:ZFIN;Acc:ZDB-GENE-980526-35]";"tfa";30255;"ZDB-GENE-980526-35"
"3022";"ENSDARG00000016773";"cytokine inducible SH2-containing protein b [Source:ZFIN;Acc:ZDB-GENE-080204-120]";"cishb";100136861;"ZDB-GENE-080204-120"
"3023";"ENSDARG00000016774";"pleckstrin homology domain containing, family O member 2 [Source:ZFIN;Acc:ZDB-GENE-120406-4]";"plekho2";100334463;"ZDB-GENE-120406-4"
"3024";"ENSDARG00000016775";"aquarius intron-binding spliceosomal factor [Source:ZFIN;Acc:ZDB-GENE-040426-1189]";"aqr";393436;"ZDB-GENE-040426-1189"
"3025";"ENSDARG00000016782";"HECT, UBA and WWE domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-387]";"huwe1";559439;"ZDB-GENE-081104-387"
"3026";"ENSDARG00000016783";"serine/arginine-rich splicing factor 6b [Source:ZFIN;Acc:ZDB-GENE-041219-1]";"srsf6b";494133;"ZDB-GENE-041219-1"
"3027";"ENSDARG00000016788";"zinc finger E-box binding homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-070912-124]";"zeb1a";100004929;"ZDB-GENE-070912-124"
"3028";"ENSDARG00000016789";"zgc:152891 [Source:ZFIN;Acc:ZDB-GENE-061013-229]";"zgc:152891";767741;"ZDB-GENE-061013-229"
"3029";"ENSDARG00000016793";"crystallin, beta B1, like 2 [Source:ZFIN;Acc:ZDB-GENE-070822-18]";"crybb1l2";560055;"ZDB-GENE-070822-18"
"3030";"ENSDARG00000016794";"myotubularin related protein 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5557]";"mtmr6";327346;"ZDB-GENE-030131-5557"
"3031";"ENSDARG00000016809";"protein kinase, cAMP-dependent, catalytic, alpha, genome duplicate b [Source:ZFIN;Acc:ZDB-GENE-040801-208]";"prkacab";445076;"ZDB-GENE-040801-208"
"3032";"ENSDARG00000016811";"integrator complex subunit 3 [Source:ZFIN;Acc:ZDB-GENE-060503-634]";"ints3";560575;"ZDB-GENE-060503-634"
"3033";"ENSDARG00000016815";"cancer susceptibility candidate 1 [Source:ZFIN;Acc:ZDB-GENE-041210-153]";"casc1";566485;"ZDB-GENE-041210-153"
"3034";"ENSDARG00000016818";"ATP-binding cassette, sub-family G (WHITE), member 2d [Source:ZFIN;Acc:ZDB-GENE-050517-38]";"abcg2d";735310;"ZDB-GENE-050517-38"
"3035";"ENSDARG00000016825";"vitellogenin 6 [Source:ZFIN;Acc:ZDB-GENE-001201-5]";"vtg6";559229;"ZDB-GENE-001201-5"
"3036";"ENSDARG00000016830";"ribosomal modification protein rimK-like family member A [Source:ZFIN;Acc:ZDB-GENE-040912-20]";"rimkla";447815;"ZDB-GENE-040912-20"
"3037";"ENSDARG00000016835";"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3a [Source:ZFIN;Acc:ZDB-GENE-090311-31]";"tcirg1a";100003139;"ZDB-GENE-090311-31"
"3038";"ENSDARG00000016837";"GLI pathogenesis-related 2, like [Source:ZFIN;Acc:ZDB-GENE-041010-53]";"glipr2l";449805;"ZDB-GENE-041010-53"
"3039";"ENSDARG00000016854";"neurogenic differentiation 2 [Source:ZFIN;Acc:ZDB-GENE-010608-3]";"neurod2";114435;"ZDB-GENE-010608-3"
"3040";"ENSDARG00000016855";"splicing factor 3b, subunit 5 [Source:ZFIN;Acc:ZDB-GENE-040718-181]";"sf3b5";436751;"ZDB-GENE-040718-181"
"3041";"ENSDARG00000016856";"paraoxonase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7116]";"pon2";335176;"ZDB-GENE-030131-7116"
"3042";"ENSDARG00000016858";"SMAD family member 7 [Source:ZFIN;Acc:ZDB-GENE-030128-3]";"smad7";326282;"ZDB-GENE-030128-3"
"3043";"ENSDARG00000016864";"phenylalanyl-tRNA synthetase subunit beta [Source:ZFIN;Acc:ZDB-GENE-021206-2]";"farsb";493608;"ZDB-GENE-021206-2"
"3044";"ENSDARG00000016866";"family with sequence similarity 102, member Ab [Source:ZFIN;Acc:ZDB-GENE-060929-412]";"fam102ab";767674;"ZDB-GENE-060929-412"
"3045";"ENSDARG00000016867";"ring finger protein 128a [Source:ZFIN;Acc:ZDB-GENE-030131-1044]";"rnf128a";322325;"ZDB-GENE-030131-1044"
"3046";"ENSDARG00000016868";"Rho related BTB domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-060315-11]";"rhobtb4";553415;"ZDB-GENE-060315-11"
"3047";"ENSDARG00000016871";"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-967]";"smarce1";322248;"ZDB-GENE-030131-967"
"3048";"ENSDARG00000016875";"glycogen synthase 1 (muscle) [Source:ZFIN;Acc:ZDB-GENE-040426-1243]";"gys1";394155;"ZDB-GENE-040426-1243"
"3049";"ENSDARG00000016886";"DnaJ heat shock protein family (Hsp40) member B9b [Source:ZFIN;Acc:ZDB-GENE-050522-76]";"dnajb9b";554091;"ZDB-GENE-050522-76"
"3050";"ENSDARG00000016889";"eukaryotic translation initiation factor 3, subunit G [Source:ZFIN;Acc:ZDB-GENE-040426-1076]";"eif3g";393974;"ZDB-GENE-040426-1076"
"3051";"ENSDARG00000016897";"F-box protein 15 [Source:ZFIN;Acc:ZDB-GENE-080416-4]";"fbxo15";560664;"ZDB-GENE-080416-4"
"3052";"ENSDARG00000016903";"WD repeat domain 5 [Source:ZFIN;Acc:ZDB-GENE-040426-2082]";"wdr5";406372;"ZDB-GENE-040426-2082"
"3053";"ENSDARG00000016904";"branched chain ketoacid dehydrogenase kinase [Source:ZFIN;Acc:ZDB-GENE-021204-1]";"bckdk";282677;"ZDB-GENE-021204-1"
"3054";"ENSDARG00000016908";"zgc:171779 [Source:ZFIN;Acc:ZDB-GENE-071004-38]";"zgc:171779";100126104;"ZDB-GENE-071004-38"
"3055";"ENSDARG00000016918";"angiotensin I converting enzyme 2 [Source:ZFIN;Acc:ZDB-GENE-041114-6]";"ace2";492331;"ZDB-GENE-041114-6"
"3056";"ENSDARG00000016923";"si:dkey-94f20.4 [Source:ZFIN;Acc:ZDB-GENE-121214-276]";"si:dkey-94f20.4";NA;"ZDB-GENE-121214-276"
"3057";"ENSDARG00000016934";"tweety family member 2 [Source:ZFIN;Acc:ZDB-GENE-040718-193]";"ttyh2";436763;"ZDB-GENE-040718-193"
"3058";"ENSDARG00000016936";"hemicentin 1 [Source:ZFIN;Acc:ZDB-GENE-041014-322]";"hmcn1";559150;"ZDB-GENE-041014-322"
"3059";"ENSDARG00000016939";"integrin, beta 2 [Source:ZFIN;Acc:ZDB-GENE-110411-4]";"itgb2";557797;"ZDB-GENE-110411-4"
"3060";"ENSDARG00000016951";"neurogenin 3 [Source:ZFIN;Acc:ZDB-GENE-010608-4]";"neurog3";114411;"ZDB-GENE-010608-4"
"3061";"ENSDARG00000016963";"solute carrier family 16 (monocarboxylate transporter), member 1a [Source:ZFIN;Acc:ZDB-GENE-110408-16]";"slc16a1a";100534752;"ZDB-GENE-110408-16"
"3062";"ENSDARG00000016964";"zgc:165532 [Source:ZFIN;Acc:ZDB-GENE-050417-213]";"MCUR1";550408;"ZDB-GENE-050417-213"
"3063";"ENSDARG00000016968";"transmembrane protein 214 [Source:ZFIN;Acc:ZDB-GENE-110307-2]";"tmem214";402840;"ZDB-GENE-110307-2"
"3064";"ENSDARG00000016977";"sorting nexin family member 27b [Source:ZFIN;Acc:ZDB-GENE-040426-1529]";"snx27b";393512;"ZDB-GENE-040426-1529"
"3065";"ENSDARG00000016979";"peptidase (mitochondrial processing) beta [Source:ZFIN;Acc:ZDB-GENE-050220-10]";"pmpcb";503532;"ZDB-GENE-050220-10"
"3066";"ENSDARG00000016981";"BCAR3, NSP family adaptor protein [Source:ZFIN;Acc:ZDB-GENE-080513-4]";"bcar3";570610;"ZDB-GENE-080513-4"
"3067";"ENSDARG00000016994";"structure specific recognition protein 1b [Source:ZFIN;Acc:ZDB-GENE-041008-209]";"ssrp1b";449949;"ZDB-GENE-041008-209"
"3068";"ENSDARG00000016999";"lin-28 homolog A (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-040426-747]";"lin28a";394066;"ZDB-GENE-040426-747"
"3069";"ENSDARG00000017004";"myosin X [Source:ZFIN;Acc:ZDB-GENE-070912-277]";"myo10";569779;"ZDB-GENE-070912-277"
"3070";"ENSDARG00000017006";"DENN/MADD domain containing 5A [Source:ZFIN;Acc:ZDB-GENE-071211-1]";"dennd5a";799847;"ZDB-GENE-071211-1"
"3071";"ENSDARG00000017007";"nuclear receptor subfamily 4, group A, member 2a [Source:ZFIN;Acc:ZDB-GENE-990415-184]";"nr4a2a";100008101;"ZDB-GENE-990415-184"
"3072";"ENSDARG00000017010";"secretory carrier membrane protein 2, like [Source:ZFIN;Acc:ZDB-GENE-030131-6432]";"scamp2l";334500;"ZDB-GENE-030131-6432"
"3073";"ENSDARG00000017014";"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-050306-44]";"ywhae2";503763;"ZDB-GENE-050306-44"
"3074";"ENSDARG00000017023";"adenylate kinase 7b [Source:ZFIN;Acc:ZDB-GENE-050309-170]";"ak7b";504040;"ZDB-GENE-050309-170"
"3075";"ENSDARG00000017034";"sulfide quinone oxidoreductase [Source:ZFIN;Acc:ZDB-GENE-050417-436]";"sqor";550580;"ZDB-GENE-050417-436"
"3076";"ENSDARG00000017036";"supervillin c [Source:ZFIN;Acc:ZDB-GENE-041008-237]";"svilc";100006087;"ZDB-GENE-041008-237"
"3077";"ENSDARG00000017037";"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma [Source:ZFIN;Acc:ZDB-GENE-050327-68]";"ikbkg";541530;"ZDB-GENE-050327-68"
"3078";"ENSDARG00000017038";"zgc:152670 [Source:ZFIN;Acc:ZDB-GENE-060929-954]";"zgc:152670";557059;"ZDB-GENE-060929-954"
"3079";"ENSDARG00000017047";"solute carrier family 27 (fatty acid transporter), member 4 [Source:ZFIN;Acc:ZDB-GENE-050417-248]";"slc27a4";550432;"ZDB-GENE-050417-248"
"3080";"ENSDARG00000017049";"adenylosuccinate lyase [Source:ZFIN;Acc:ZDB-GENE-030131-6363]";"adsl";334431;"ZDB-GENE-030131-6363"
"3081";"ENSDARG00000017055";"zinc finger, MYND-type containing 12 [Source:ZFIN;Acc:ZDB-GENE-041114-133]";"zmynd12";492338;"ZDB-GENE-041114-133"
"3082";"ENSDARG00000017058";"LARGE xylosyl- and glucuronyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-050419-253]";"large2";446214;"ZDB-GENE-050419-253"
"3083";"ENSDARG00000017067";"cysteine and histidine-rich domain (CHORD) containing 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1288]";"chordc1b";393310;"ZDB-GENE-040426-1288"
"3084";"ENSDARG00000017078";"mesoderm posterior aa [Source:ZFIN;Acc:ZDB-GENE-000406-8]";"mespaa";58069;"ZDB-GENE-000406-8"
"3085";"ENSDARG00000017084";"BUD31 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040720-3]";"bud31";445383;"ZDB-GENE-040720-3"
"3086";"ENSDARG00000017086";"ankyrin repeat and SOCS box-containing 12a [Source:ZFIN;Acc:ZDB-GENE-030131-1647]";"asb12a";322927;"ZDB-GENE-030131-1647"
